AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,1171,1166,5,60,0,71,0
1,1238,1235,3,0,0,62,0
2,25,1,24,0,20,1258,0
3,68,17,51,0,20,1241,0
4,36,2,34,0,17,1263,0
5,1252,1251,1,0,0,47,0
6,1255,1252,3,0,0,46,0
7,1258,1258,0,0,0,40,0
8,79,0,79,0,16,1267,0
9,1255,1254,1,0,0,44,0
10,10,1,9,1191,1,103,0
Total,7647,7437,210,1251,74,5442,0
