,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps
0,0,0,0,0,0,9
1,0,0,0,0,0,18
2,1,0,1,0,0,27
3,1,0,1,0,0,36
4,1,0,1,0,0,45
5,2,0,2,0,0,54
6,2,0,2,0,0,62
7,3,0,3,0,0,70
8,3,0,3,0,0,79
9,3,0,3,0,0,88
10,3,0,3,0,0,97
11,3,0,3,0,0,106
12,3,0,3,0,0,114
13,3,0,3,0,0,123
14,3,0,3,0,0,132
15,3,0,3,0,0,141
16,3,0,3,0,0,150
17,3,0,3,0,0,159
18,3,0,3,0,0,168
19,3,0,3,0,0,177
20,3,0,3,0,0,186
21,3,0,3,0,0,194
22,3,0,3,0,0,203
23,3,0,3,0,0,212
24,3,0,3,0,0,219
25,4,0,4,0,0,228
26,5,0,5,0,0,237
27,6,0,6,0,0,245
28,7,0,7,0,0,254
29,8,0,8,0,0,262
30,9,0,9,0,0,271
31,9,0,9,0,0,280
32,9,0,9,0,0,289
33,9,0,9,0,0,298
34,9,0,9,0,0,307
35,9,0,9,0,0,316
36,9,0,9,0,0,325
37,9,0,9,0,0,334
38,9,0,9,0,0,343
39,9,0,9,0,0,352
40,9,0,9,0,0,361
41,9,0,9,0,0,370
42,9,0,9,0,0,379
43,10,1,9,0,1,386
44,11,1,10,0,1,395
45,11,1,10,0,2,403
46,11,1,10,0,2,412
47,12,1,11,0,2,421
48,13,1,12,0,2,429
49,13,1,12,0,2,438
50,13,1,12,0,3,446
51,14,1,13,0,4,454
52,15,2,13,0,4,462
53,15,2,13,0,4,471
54,15,2,13,0,5,479
55,15,2,13,0,5,488
56,16,2,14,0,5,497
57,16,2,14,0,5,506
58,16,2,14,0,5,515
59,16,2,14,0,6,523
60,16,2,14,0,6,532
61,16,2,14,0,6,541
62,16,2,14,0,6,550
63,16,2,14,0,6,557
64,16,2,14,1,6,565
65,16,2,14,1,6,574
66,16,2,14,1,6,583
67,16,2,14,1,6,592
68,17,2,15,1,7,600
69,17,2,15,1,7,609
70,17,2,15,1,7,618
71,18,2,16,1,7,627
72,19,2,17,1,7,636
73,19,2,17,1,8,644
74,19,2,17,1,9,652
75,19,2,17,1,9,661
76,19,2,17,1,9,670
77,19,2,17,1,9,679
78,19,2,17,1,9,688
79,19,2,17,1,9,697
80,19,2,17,1,9,705
81,19,2,17,1,9,714
82,19,2,17,1,9,723
83,19,2,17,1,9,732
84,19,2,17,1,10,740
85,19,2,17,1,10,749
86,19,2,17,1,10,758
87,19,2,17,1,10,767
88,19,2,17,1,10,776
89,19,2,17,1,10,785
90,19,2,17,1,10,794
91,19,2,17,1,10,803
92,19,2,17,1,10,810
93,19,2,17,1,10,818
94,19,2,17,1,10,827
95,19,2,17,1,10,836
96,19,2,17,1,10,845
97,19,2,17,1,10,854
98,19,2,17,1,10,862
99,19,2,17,1,10,871
100,19,2,17,1,10,880
101,19,2,17,1,10,889
102,19,2,17,1,10,898
103,19,2,17,1,10,906
104,19,2,17,1,10,915
105,19,2,17,1,11,923
106,19,2,17,1,11,932
107,19,2,17,1,11,940
108,19,2,17,1,11,949
109,19,2,17,1,11,958
110,20,2,18,1,11,967
111,20,2,18,1,11,975
112,20,2,18,1,11,984
113,20,2,18,1,11,993
114,20,2,18,1,11,1002
115,20,2,18,1,11,1011
116,20,2,18,1,11,1020
117,20,2,18,1,11,1029
118,21,2,19,1,11,1038
119,21,2,19,1,11,1046
120,21,2,19,2,11,1054
121,21,2,19,3,11,1062
122,21,2,19,4,11,1070
123,21,2,19,5,12,1077
124,21,2,19,6,12,1085
125,21,2,19,7,12,1093
126,21,2,19,8,12,1100
127,21,2,19,9,12,1108
128,21,2,19,10,12,1116
129,21,2,19,11,12,1124
130,21,2,19,12,12,1132
131,21,2,19,13,12,1140
132,22,3,19,14,12,1147
133,23,4,19,15,12,1154
134,24,5,19,16,12,1160
135,25,6,19,17,12,1167
136,26,7,19,18,13,1173
137,27,8,19,19,13,1180
138,28,9,19,20,13,1187
139,30,10,20,21,14,1193
140,32,11,21,22,14,1200
141,33,12,21,23,14,1207
142,35,13,22,24,14,1214
143,36,14,22,25,14,1221
144,37,15,22,26,14,1228
145,38,16,22,27,14,1235
146,39,17,22,28,15,1241
147,40,18,22,29,15,1248
148,41,19,22,30,15,1255
149,42,20,22,31,15,1262
150,45,21,24,32,15,1269
151,47,22,25,33,15,1276
152,48,23,25,34,15,1283
153,49,24,25,35,15,1290
154,50,25,25,36,15,1297
155,51,26,25,37,15,1304
156,52,27,25,38,15,1311
157,53,28,25,39,15,1318
158,54,29,25,40,15,1325
159,55,30,25,41,15,1332
