AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,12,1,11,0,2,175,183
1,4,0,4,0,1,130,134
2,3,0,3,0,3,187,197
3,4,2,2,0,2,136,145
4,2,1,1,0,2,154,162
5,2,1,1,0,2,165,173
6,3,1,2,0,3,164,175
7,5,1,4,0,2,185,193
8,2,1,1,0,2,169,177
9,3,2,1,0,1,121,127
10,18,1,17,0,2,129,137
11,15,3,12,0,2,150,160
