,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps
0,0,0,0,0,0,3
1,0,0,0,0,0,6
2,0,0,0,0,0,9
3,0,0,0,0,0,12
4,0,0,0,0,0,15
5,0,0,0,0,0,18
6,0,0,0,0,0,20
7,0,0,0,0,0,23
8,0,0,0,0,0,26
9,0,0,0,0,0,29
10,0,0,0,0,0,32
11,0,0,0,0,0,35
12,0,0,0,0,0,38
13,0,0,0,0,0,41
14,0,0,0,0,0,44
15,0,0,0,0,0,47
16,0,0,0,0,0,50
17,0,0,0,0,0,53
18,0,0,0,0,0,56
19,0,0,0,0,0,58
20,0,0,0,0,0,61
21,0,0,0,0,0,64
22,0,0,0,0,0,67
23,0,0,0,0,0,70
24,0,0,0,0,0,73
25,0,0,0,0,0,76
26,0,0,0,0,0,79
27,0,0,0,0,0,82
28,0,0,0,0,0,85
29,0,0,0,0,0,88
30,0,0,0,0,0,91
31,0,0,0,0,0,94
32,0,0,0,0,0,96
33,0,0,0,0,0,99
34,0,0,0,0,0,102
35,0,0,0,0,0,105
36,0,0,0,0,0,108
37,0,0,0,0,0,111
38,0,0,0,0,0,114
39,0,0,0,0,0,117
40,0,0,0,0,0,120
41,0,0,0,0,0,123
42,0,0,0,0,0,126
43,0,0,0,0,0,129
44,0,0,0,0,0,132
45,0,0,0,0,0,135
46,0,0,0,0,0,138
47,0,0,0,0,0,141
48,0,0,0,0,0,144
49,0,0,0,0,0,147
50,1,0,1,0,0,150
51,2,0,2,0,0,153
52,3,0,3,0,0,156
53,4,0,4,0,0,159
54,5,0,5,0,0,162
55,6,0,6,0,0,165
56,7,0,7,0,0,168
57,8,0,8,0,0,171
58,9,0,9,0,0,174
59,10,0,10,0,0,177
60,11,0,11,0,0,180
61,12,0,12,0,0,183
62,13,0,13,0,0,186
63,14,0,14,0,0,189
64,15,0,15,0,1,191
65,16,0,16,0,1,194
66,17,1,16,0,1,196
67,18,2,16,0,2,197
68,19,3,16,0,2,199
69,19,3,16,0,2,202
70,19,3,16,0,3,204
71,19,3,16,0,3,207
