AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,1,0,1,0,2,128,0
1,8,0,8,0,2,128,0
2,5,4,1,0,1,125,0
3,3,1,2,76,0,53,0
4,42,37,5,0,1,92,0
5,25,20,5,0,1,109,0
6,7,0,7,0,1,129,0
7,51,48,3,0,1,81,0
8,5,0,5,0,1,129,0
9,27,25,2,0,1,104,0
10,2,0,2,0,1,129,0
11,15,8,7,0,1,121,0
Total,191,143,48,76,13,1328,0
