AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,16,3,13,1,2,151,0
1,5,4,1,0,2,152,0
2,3,1,2,0,2,155,0
3,2,0,2,0,2,155,0
4,8,7,1,0,2,148,0
5,3,2,1,0,2,154,0
6,0,0,0,0,2,155,0
7,18,0,18,0,2,155,0
8,4,2,2,1,2,152,0
9,2,0,2,0,2,155,0
Total,61,19,42,2,20,1532,0
