AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,30,3,27,0,9,614,0
1,38,4,34,0,9,614,0
2,11,3,8,0,9,615,0
3,19,2,17,0,9,615,0
4,16,3,13,0,8,616,0
5,29,6,23,0,8,613,0
6,12,5,7,0,9,613,0
7,13,5,8,0,8,615,0
8,42,4,38,0,7,618,0
9,3,0,3,0,8,620,0
10,32,6,26,0,9,612,0
11,21,5,16,0,9,613,0
Total,266,46,220,0,102,7378,0
