AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,0,0,0,0,0,19,0
1,0,0,0,0,0,19,0
2,0,0,0,0,0,19,0
3,0,0,0,0,0,19,0
4,0,0,0,0,0,19,0
5,0,0,0,0,0,18,0
6,0,0,0,0,0,18,0
7,0,0,0,0,0,19,0
Total,0,0,0,0,0,150,0
