AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,0,0,0,0,0,23,0
1,0,0,0,0,0,23,0
2,0,0,0,0,0,22,0
3,0,0,0,0,0,23,0
4,0,0,0,0,0,23,0
5,0,0,0,0,0,23,0
6,1,1,0,0,0,21,0
7,0,0,0,0,0,23,0
Total,0,1,0,0,0,181,0
