AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,246,238,8,1,8,571,0
1,38,16,22,255,8,539,0
2,3,1,2,0,9,808,0
3,777,774,3,0,0,53,0
4,701,696,5,0,1,129,0
5,213,188,25,497,1,139,0
6,341,329,12,5,8,476,0
7,390,364,26,1,9,444,0
8,157,136,21,1,9,671,0
9,545,534,11,1,4,283,0
10,4,1,3,0,9,809,0
Total,3415,3277,138,761,66,4922,0
