AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,0,0,0,0,0,13,0
1,0,0,0,0,0,12,0
2,0,0,0,0,0,13,0
3,0,0,0,0,0,13,0
4,1,1,0,0,0,11,0
5,0,0,0,0,0,13,0
6,0,0,0,0,0,13,0
7,2,1,1,0,0,12,0
8,0,0,0,0,0,13,0
9,0,0,0,0,0,13,0
10,0,0,0,0,0,12,0
11,0,0,0,0,0,13,0
Total,0,2,1,0,0,151,0
