AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,11,0,11,0,1,81,0
1,4,3,1,0,1,78,0
2,1,1,0,0,1,80,0
3,1,0,1,0,1,81,0
4,4,2,2,0,1,79,0
5,1,1,0,0,1,79,0
6,0,0,0,0,1,80,0
7,2,0,2,0,1,81,0
8,2,0,2,0,1,81,0
9,0,0,0,0,1,80,0
Total,26,7,19,0,10,800,0
