AGV;Conflicts;Conflict_Wait;Conflict_Path;Waiting_Gate;Articles;Moving_Steps;Time_Steps
0;2;0;2;0;1;138;0
1;2;0;2;0;2;135;0
2;0;0;0;0;1;138;0
3;2;0;2;0;1;137;0
4;2;0;2;0;1;138;0
5;4;0;4;0;2;136;0
6;0;0;0;101;0;38;0
7;1;0;1;58;1;79;0
8;2;0;2;0;2;137;0
9;3;0;3;40;1;98;0
10;2;0;2;0;1;138;0
11;4;0;4;0;2;137;0
Total;24;0;24;199;15;1449;0
