AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,4,1,3,0,3,168,0
1,3,0,3,0,2,171,0
2,4,0,4,0,3,171,0
3,5,1,4,0,2,172,0
4,5,2,3,0,2,171,0
5,132,131,1,0,0,46,0
6,14,4,10,0,3,164,0
7,138,138,0,0,0,39,0
8,0,0,0,0,2,174,0
9,4,0,4,0,2,171,0
10,2,1,1,136,0,39,0
11,4,0,4,0,3,169,0
Total,315,278,37,136,22,1655,0
