AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,0,0,0,0,0,0,2
1,6,1,5,0,12,572,610
2,0,0,0,0,0,0,2
3,0,0,0,0,0,0,2
4,0,0,0,0,0,0,2
5,0,0,0,0,0,0,2
6,1,0,1,0,12,662,699
7,0,0,0,0,0,0,2
Total,7,1,6,0,24,1234,1321
