AGV,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps,Time_Steps
0,6,2,4,0,2,176,185
1,13,1,12,0,2,124,132
2,7,2,5,0,2,127,136
3,3,1,2,0,2,173,181
4,8,3,5,0,2,123,133
5,9,2,7,0,2,131,140
6,5,0,5,0,2,171,178
7,19,1,18,65,2,119,193
8,7,2,5,0,2,136,145
9,0,0,0,88,2,178,274
10,3,0,3,0,2,120,127
11,3,2,1,45,2,142,197
12,0,0,0,0,0,0,2
13,0,0,0,0,0,0,2
14,0,0,0,0,0,0,2
Total,0,16,67,198,24,1720,2027
