,Conflicts,Conflict_Wait,Conflict_Path,Waiting_Gate,Articles,Moving_Steps
0,0,0,0,0,0,12
1,2,0,2,0,0,24
2,6,0,6,0,0,36
3,6,0,6,0,0,48
4,8,0,8,0,0,60
5,8,0,8,0,0,72
6,8,0,8,0,0,83
7,9,0,9,0,0,95
8,9,0,9,0,0,107
9,9,0,9,0,0,118
10,9,0,9,0,0,130
11,9,0,9,0,0,142
12,9,0,9,0,0,153
13,9,0,9,0,0,163
14,9,0,9,0,0,175
15,9,0,9,0,0,187
16,9,0,9,0,0,199
17,9,0,9,0,0,211
18,9,0,9,0,0,223
19,9,0,9,0,0,235
20,9,0,9,0,0,247
21,9,0,9,0,0,259
22,9,0,9,0,0,270
23,9,0,9,0,0,282
24,9,0,9,0,0,294
25,9,0,9,0,0,305
26,9,0,9,0,0,317
27,9,0,9,0,0,328
28,9,0,9,0,0,340
29,9,0,9,0,0,351
30,9,0,9,0,0,362
31,9,0,9,0,0,374
32,9,0,9,0,0,384
33,9,0,9,0,0,396
34,9,0,9,0,0,408
35,9,0,9,0,0,420
36,9,0,9,0,0,432
37,9,0,9,0,0,444
38,10,0,10,0,0,456
39,11,0,11,0,0,468
40,12,0,12,0,0,480
41,13,0,13,0,0,492
42,14,1,13,0,0,503
43,15,2,13,0,1,513
44,16,2,14,0,1,525
45,16,2,14,0,2,536
46,16,2,14,0,2,548
47,16,2,14,0,2,560
48,16,2,14,0,2,572
49,16,2,14,0,2,584
50,16,2,14,0,3,595
51,17,2,15,0,3,607
52,17,2,15,0,3,619
53,17,2,15,0,4,630
54,17,2,15,0,4,642
55,17,2,15,0,4,654
56,17,2,15,0,5,665
57,18,2,16,0,5,677
58,18,2,16,0,5,689
59,19,2,17,0,6,700
60,19,2,17,0,6,712
61,19,2,17,0,7,723
62,19,2,17,0,7,735
63,19,2,17,0,7,747
64,19,2,17,0,8,758
65,19,2,17,0,9,769
66,21,4,17,0,9,779
67,22,4,18,0,9,791
68,22,4,18,0,11,800
69,23,4,19,0,11,812
70,24,4,20,0,12,822
71,26,4,22,0,12,834
72,28,4,24,0,12,845
73,30,4,26,0,12,857
74,32,4,28,0,12,869
75,34,4,30,0,12,880
76,36,4,32,0,12,892
77,38,4,34,0,12,904
78,40,4,36,0,12,916
79,42,4,38,0,12,928
80,44,4,40,0,12,940
81,46,4,42,0,12,952
82,48,4,44,0,12,964
83,50,4,46,0,12,976
84,52,4,48,0,12,988
85,54,4,50,0,12,1000
86,56,4,52,0,12,1012
87,57,4,53,0,12,1024
88,58,4,54,0,12,1036
89,59,4,55,0,12,1048
90,60,4,56,0,12,1060
91,61,4,57,0,13,1071
92,62,4,58,0,13,1083
93,64,4,60,0,13,1095
94,66,5,61,0,14,1105
95,68,5,63,0,14,1117
96,69,5,64,0,15,1127
97,71,5,66,0,15,1139
98,73,5,68,0,15,1151
99,74,5,69,0,15,1162
100,77,6,71,0,16,1171
101,78,6,72,0,16,1183
102,79,6,73,0,16,1194
103,83,7,76,0,16,1205
104,83,7,76,0,16,1217
105,84,7,77,0,16,1227
106,86,8,78,0,16,1238
107,86,8,78,0,16,1250
108,86,8,78,0,16,1261
109,88,8,80,0,16,1273
110,88,8,80,0,16,1285
111,88,8,80,0,16,1297
112,88,8,80,0,16,1308
113,89,8,81,0,16,1320
114,89,8,81,0,16,1331
115,89,8,81,0,16,1343
116,89,8,81,0,16,1355
117,89,8,81,0,16,1367
