;Conflicts;Conflict_Wait;Conflict_Path;Waiting_Gate;Articles;Moving_Steps
0;0;0;0;0;0;6
1;1;0;1;0;0;12
2;3;0;3;0;0;18
3;3;0;3;0;0;24
4;4;0;4;0;0;30
5;4;0;4;0;0;36
6;4;0;4;0;0;42
7;4;0;4;0;0;48
8;4;0;4;0;0;54
9;4;0;4;0;0;59
10;4;0;4;0;0;65
11;4;0;4;0;0;71
12;4;0;4;0;0;77
13;4;0;4;0;0;83
14;4;0;4;0;0;88
15;4;0;4;0;0;94
16;4;0;4;0;0;100
17;4;0;4;0;0;106
18;4;0;4;0;0;112
19;4;0;4;0;0;118
20;4;0;4;0;0;124
21;4;0;4;0;0;130
22;4;0;4;0;0;136
23;4;0;4;0;0;142
24;4;0;4;0;0;148
25;4;0;4;0;0;153
26;4;0;4;0;0;159
27;4;0;4;0;0;165
28;4;0;4;0;0;170
29;4;0;4;0;0;176
30;4;0;4;0;0;182
31;4;0;4;0;0;187
32;4;0;4;0;0;193
33;4;0;4;0;0;198
34;4;0;4;0;0;204
35;4;0;4;0;0;210
36;4;0;4;0;0;216
37;4;0;4;0;0;222
38;4;0;4;0;0;228
39;4;0;4;0;0;234
40;4;0;4;0;0;240
41;4;0;4;0;0;246
42;4;0;4;0;0;252
43;4;0;4;0;0;258
44;4;0;4;0;0;264
45;4;0;4;0;0;270
46;4;0;4;0;0;276
47;4;0;4;0;0;282
48;4;0;4;0;0;288
49;4;0;4;0;0;294
50;4;0;4;0;0;300
51;4;0;4;0;0;306
52;4;0;4;0;0;312
53;4;0;4;0;0;318
54;4;0;4;0;0;324
55;4;0;4;0;0;330
56;4;0;4;0;1;335
57;4;0;4;0;1;341
58;4;0;4;0;1;347
59;4;0;4;0;1;353
60;4;0;4;0;1;359
61;4;0;4;0;1;365
62;4;0;4;0;2;370
63;4;0;4;0;2;376
64;4;0;4;0;2;382
65;4;0;4;0;3;387
66;5;1;4;0;3;392
67;5;1;4;0;4;397
68;6;1;5;0;5;402
69;7;1;6;0;5;408
70;7;1;6;0;6;413
71;7;1;6;0;6;419
72;8;1;7;0;6;425
73;8;1;7;0;6;431
74;8;1;7;0;6;437
75;8;1;7;0;6;443
76;8;1;7;0;6;449
77;8;1;7;0;6;455
78;8;1;7;0;6;461
79;8;1;7;0;6;467
80;8;1;7;0;6;473
81;8;1;7;0;6;479
82;8;1;7;0;6;485
83;8;1;7;0;6;491
84;8;1;7;0;6;497
85;8;1;7;0;6;503
86;8;1;7;0;6;509
87;8;1;7;0;6;514
88;8;1;7;0;6;520
89;8;1;7;0;6;526
90;8;1;7;0;6;532
91;8;1;7;0;6;538
92;8;1;7;0;6;544
93;9;1;8;0;6;550
94;9;1;8;0;6;556
95;9;1;8;0;6;562
96;9;1;8;0;6;568
97;9;1;8;0;6;574
98;9;1;8;0;6;579
99;10;1;9;0;6;585
100;10;1;9;0;6;590
101;10;1;9;0;6;594
102;10;1;9;0;6;600
103;11;1;10;0;6;606
104;12;1;11;0;6;612
105;13;1;12;0;6;617
106;14;1;13;0;6;623
107;14;1;13;0;6;628
108;14;1;13;0;6;634
109;14;1;13;0;6;640
110;14;1;13;0;6;646
111;14;1;13;0;6;652
112;14;1;13;0;6;658
113;14;1;13;0;6;664
114;14;1;13;0;6;670
115;14;1;13;0;6;676
116;14;1;13;0;6;682
117;14;1;13;0;6;688
118;14;1;13;0;7;693
119;14;1;13;0;7;699
120;14;1;13;0;7;705
121;14;1;13;0;7;711
122;14;1;13;0;7;717
123;14;1;13;0;7;723
124;14;1;13;0;7;729
125;14;1;13;0;7;735
126;14;1;13;0;7;741
127;14;1;13;0;7;747
128;14;1;13;0;7;753
129;14;1;13;0;8;758
130;15;1;14;0;8;764
131;15;1;14;0;8;770
132;15;1;14;0;10;774
133;15;1;14;0;10;780
134;15;1;14;0;10;786
135;15;1;14;0;10;792
136;15;1;14;0;10;798
137;15;1;14;0;10;804
138;15;1;14;0;10;810
139;15;1;14;0;10;816
140;15;1;14;0;10;822
141;15;1;14;0;10;828
142;15;1;14;0;11;833
143;15;1;14;0;11;838
144;15;1;14;0;11;844
145;15;1;14;0;12;849
146;15;1;14;0;12;855
