AGV;Conflicts;Conflict_Wait;Conflict_Path;Waiting_Gate;Articles;Moving_Steps;Time_Steps
0;227;6;221;10337;238;16215;27052
1;147;7;140;12633;197;13332;26385
2;151;5;146;14144;183;11792;26327
3;220;3;217;12487;197;13833;26738
4;206;7;199;12721;198;13015;26160
5;175;3;172;10006;237;16426;26929
6;204;4;200;10989;218;15629;27078
7;209;4;205;11385;243;16244;28137
8;195;5;190;11513;247;15900;27930
Total;1734;44;1690;106215;1958;132386;242736
