MVDATDOC;MVALFDOC;MVNUMDOC;MVDESART;CAT_ART;MVQTAMOV;
05/10/2017;FI;791;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;791;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;791;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;791;PANTALONE JEANS/44;PANTALONE JEANS S;1,000;
05/10/2017;FI;791;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;791;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;791;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;791;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;791;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;791;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;792;FELPA GRIGIO/3XL;FELPA;1,000;
05/10/2017;FI;792;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;792;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;792;FELPA GRIGIO/XXL;FELPA;1,000;
05/10/2017;FI;792;PANTALONE JEANS/44;PANTALONE JEANS S;1,000;
05/10/2017;FI;792;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;792;PANTALONE JEANS/56;PANTALONE JEANS L;1,000;
05/10/2017;FI;792;PANTALONE JEANS/58;PANTALONE JEANS L;1,000;
05/10/2017;FI;792;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;792;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;792;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;793;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;793;PANTALONE MASSAUA BIANCO/50;PANTALONE;1,000;
05/10/2017;FI;793;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;794;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;794;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;794;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;794;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;794;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;794;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;795;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;795;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;795;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;795;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;795;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;795;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;795;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;795;SCARPA ALTA STONE S3/46;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;796;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;796;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;796;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;797;PANTALONE ARANCIO A.V./44;PANTALONE ARANCIO;1,000;
05/10/2017;FI;797;PANTALONE ARANCIO A.V./46;PANTALONE ARANCIO;1,000;
05/10/2017;FI;797;PANTALONE ARANCIO A.V./48;PANTALONE ARANCIO;1,000;
05/10/2017;FI;797;PANTALONE ARANCIO A.V./50;PANTALONE ARANCIO;2,000;
05/10/2017;FI;797;PANTALONE ARANCIO A.V./56;PANTALONE ARANCIO;1,000;
05/10/2017;FI;797;PILE ARANCIO A.V./L;PILE ARANCIO;2,000;
05/10/2017;FI;797;PILE ARANCIO A.V./M;PILE ARANCIO;2,000;
05/10/2017;FI;797;PILE ARANCIO A.V./S;PILE ARANCIO;1,000;
05/10/2017;FI;797;PILE ARANCIO A.V./XL;PILE ARANCIO;1,000;
05/10/2017;FI;797;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;2,000;
05/10/2017;FI;797;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;797;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;797;SCARPA ALTA STONE S3/46;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;798;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;798;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;798;PANTALONE JEANS/44;PANTALONE JEANS S;1,000;
05/10/2017;FI;798;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;798;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;798;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;799;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;799;FELPA GRIGIO/XL;FELPA;2,000;
05/10/2017;FI;799;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;799;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;799;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;799;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;799;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;800;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;800;FELPA GRIGIO/M;FELPA;2,000;
05/10/2017;FI;800;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;800;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;800;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;800;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;800;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;2,000;
05/10/2017;FI;801;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;801;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;801;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;802;FELPA GRIGIO/L;FELPA;5,000;
05/10/2017;FI;802;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;802;FELPA GRIGIO/XL;FELPA;5,000;
05/10/2017;FI;802;FELPA GRIGIO/XXL;FELPA;1,000;
05/10/2017;FI;802;PANTALONE JEANS/48;PANTALONE JEANS M;6,000;
05/10/2017;FI;802;PANTALONE JEANS/50;PANTALONE JEANS M;3,000;
05/10/2017;FI;802;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;802;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;802;PANTALONE JEANS/56;PANTALONE JEANS L;1,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;3,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;3,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;802;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;2,000;
05/10/2017;FI;803;ELMETTO CON REGOLATORE;ELMETTO;1,000;
05/10/2017;FI;803;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;803;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;803;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;804;PANTALONE ARANCIO A.V./50;PANTALONE ARANCIO;1,000;
05/10/2017;FI;804;PILE ARANCIO A.V./L;PILE ARANCIO;1,000;
05/10/2017;FI;804;SCARPA ALTA  ASFALT. S3 HRO/42;SCARPA ALTA ASFALTISTA;1,000;
05/10/2017;FI;805;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;805;PANTALONE ARANCIO A.V./54;PANTALONE ARANCIO;1,000;
05/10/2017;FI;805;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;805;PILE ARANCIO A.V./XL;PILE ARANCIO;1,000;
05/10/2017;FI;805;SCARPA ALTA ASFALT. S3 HRO/43;SCARPA ALTA ASFALTISTA;1,000;
05/10/2017;FI;805;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;805;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;805;TUTA A.V. ARANCIO/52;TUTA;1,000;
05/10/2017;FI;806;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;806;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;806;FELPA GRIGIO/XXL;FELPA;1,000;
05/10/2017;FI;806;PANTALONE ARANCIO A.V./50;PANTALONE ARANCIO;1,000;
05/10/2017;FI;806;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;806;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;806;PILE ARANCIO A.V./L;PILE ARANCIO;1,000;
05/10/2017;FI;806;SCARPA ALTA ASFALT. S3 HRO/43;SCARPA ALTA ASFALTISTA;1,000;
05/10/2017;FI;806;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;806;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;807;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;807;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;807;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;808;FELPA GRIGIO/L;FELPA;3,000;
05/10/2017;FI;808;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;808;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;808;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;808;PANTALONE JEANS/52;PANTALONE JEANS M;2,000;
05/10/2017;FI;808;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;808;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;808;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;809;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;809;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;809;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;810;ELMETTO CON REGOLATORE;ELMETTO;1,000;
05/10/2017;FI;810;FELPA GRIGIO/L;FELPA;5,000;
05/10/2017;FI;810;FELPA GRIGIO/M;FELPA;2,000;
05/10/2017;FI;810;FELPA GRIGIO/XL;FELPA;3,000;
05/10/2017;FI;810;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;810;PANTALONE JEANS/50;PANTALONE JEANS M;5,000;
05/10/2017;FI;810;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;810;PANTALONE JEANS/54;PANTALONE JEANS L;2,000;
05/10/2017;FI;810;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;6,000;
05/10/2017;FI;810;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;810;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;810;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;811;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;811;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;811;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;811;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;812;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;812;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;812;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;812;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;812;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;812;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;812;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;813;FELPA GRIGIO/L;FELPA;4,000;
05/10/2017;FI;813;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;813;FELPA GRIGIO/XL;FELPA;4,000;
05/10/2017;FI;813;FELPA GRIGIO/XXL;FELPA;2,000;
05/10/2017;FI;813;PANTALONE JEANS/48;PANTALONE JEANS M;4,000;
05/10/2017;FI;813;PANTALONE JEANS/52;PANTALONE JEANS M;4,000;
05/10/2017;FI;813;PANTALONE JEANS/54;PANTALONE JEANS L;2,000;
05/10/2017;FI;813;PANTALONE JEANS/56;PANTALONE JEANS L;1,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;5,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;3,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;813;SCARPA ALTA STONE S3/46;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;813;TUTA MASSAUA KAKI-BLU/46;TUTA;1,000;
05/10/2017;FI;813;TUTA MASSAUA KAKI-BLU/50;TUTA;1,000;
05/10/2017;FI;814;ELMETTO CON REGOLATORE;ELMETTO;3,000;
05/10/2017;FI;814;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;814;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;814;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;814;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;814;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;814;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;815;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;815;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;815;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;815;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;815;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;815;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;816;FELPA GRIGIO/L;FELPA;3,000;
05/10/2017;FI;816;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;816;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;816;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;816;FELPA GRIGIO/XXL;FELPA;1,000;
05/10/2017;FI;816;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;816;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;816;PANTALONE JEANS/50;PANTALONE JEANS M;3,000;
05/10/2017;FI;816;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;816;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;816;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;816;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;816;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;816;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;817;FELPA GRIGIO/L;FELPA;3,000;
05/10/2017;FI;817;FELPA GRIGIO/M;FELPA;2,000;
05/10/2017;FI;817;FELPA GRIGIO/XXL;FELPA;3,000;
05/10/2017;FI;817;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;817;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;817;PANTALONE JEANS/50;PANTALONE JEANS M;2,000;
05/10/2017;FI;817;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;817;PANTALONE JEANS/54;PANTALONE JEANS L;2,000;
05/10/2017;FI;817;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;2,000;
05/10/2017;FI;817;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;817;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;817;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;817;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;818;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;818;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;818;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;818;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;818;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;818;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;819;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;819;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;819;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;819;FELPA GRIGIO/XXL;FELPA;1,000;
05/10/2017;FI;819;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;819;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;819;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;819;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;819;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;819;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;819;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;820;ELMETTO CON REGOLATORE;ELMETTO;1,000;
05/10/2017;FI;820;FELPA GRIGIO/M;FELPA;3,000;
05/10/2017;FI;820;PANTALONE JEANS/48;PANTALONE JEANS M;3,000;
05/10/2017;FI;820;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;3,000;
05/10/2017;FI;821;FELPA GRIGIO/XL;FELPA;2,000;
05/10/2017;FI;821;PANTALONE JEANS/54;PANTALONE JEANS L;2,000;
05/10/2017;FI;821;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;821;SCARPA ALTA STONE S3/46;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;822;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;822;FELPA GRIGIO/XL;FELPA;2,000;
05/10/2017;FI;822;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;822;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;822;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;822;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;822;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;822;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;823;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;823;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;823;PANTALONE JEANS/50;PANTALONE JEANS M;1,000;
05/10/2017;FI;823;PANTALONE JEANS/52;PANTALONE JEANS M;2,000;
05/10/2017;FI;823;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;823;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;823;SCARPA ALTA STONE S3/46;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;824;FELPA GRIGIO/L;FELPA;3,000;
05/10/2017;FI;824;FELPA GRIGIO/M;FELPA;3,000;
05/10/2017;FI;824;FELPA GRIGIO/XL;FELPA;2,000;
05/10/2017;FI;824;PANTALONE JEANS/48;PANTALONE JEANS M;4,000;
05/10/2017;FI;824;PANTALONE JEANS/50;PANTALONE JEANS M;4,000;
05/10/2017;FI;824;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;2,000;
05/10/2017;FI;824;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;4,000;
05/10/2017;FI;824;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;825;FELPA GRIGIO/3XL;FELPA;1,000;
05/10/2017;FI;825;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;825;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;825;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;825;PANTALONE JEANS/40;PANTALONE JEANS S;1,000;
05/10/2017;FI;825;PANTALONE JEANS/44;PANTALONE JEANS S;1,000;
05/10/2017;FI;825;PANTALONE JEANS/48;PANTALONE JEANS M;1,000;
05/10/2017;FI;825;PANTALONE JEANS/60;PANTALONE JEANS L;1,000;
05/10/2017;FI;825;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;3,000;
05/10/2017;FI;825;SCARPA ALTA STONE S3/49;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;826;ELMETTO CON REGOLATORE;ELMETTO;1,000;
05/10/2017;FI;826;FELPA GRIGIO/M;FELPA;2,000;
05/10/2017;FI;826;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;826;PANTALONE JEANS/44;PANTALONE JEANS S;1,000;
05/10/2017;FI;826;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;826;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;826;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;826;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;827;PANTALONE ARANCIO A.V./52;PANTALONE ARANCIO;1,000;
05/10/2017;FI;827;PANTALONE ARANCIO A.V./54;PANTALONE ARANCIO;2,000;
05/10/2017;FI;827;PANTALONE ARANCIO A.V./56;PANTALONE ARANCIO;1,000;
05/10/2017;FI;827;PANTALONE ARANCIO A.V./58;PANTALONE ARANCIO;2,000;
05/10/2017;FI;827;PILE ARANCIO A.V./XL;PILE ARANCIO;3,000;
05/10/2017;FI;827;PILE ARANCIO A.V./XXL;PILE ARANCIO;3,000;
05/10/2017;FI;827;SALOPETTE ARANCIO A.V./56;PANTALONE;1,000;
05/10/2017;FI;827;SCARPA ALTA  ASFALT. S3 HRO/42;SCARPA ALTA ASFALTISTA;3,000;
05/10/2017;FI;827;SCARPA ALTA ASFALT. S3 HRO/41;SCARPA ALTA ASFALTISTA;2,000;
05/10/2017;FI;827;SCARPA ALTA ASFALT. S3 HRO/43;SCARPA ALTA ASFALTISTA;2,000;
05/10/2017;FI;827;SCARPA ALTA ASFALT. S3 HRO/44;SCARPA ALTA ASFALTISTA;2,000;
05/10/2017;FI;827;SCARPA ALTA ASFALT. S3 HRO/45;SCARPA ALTA ASFALTISTA;4,000;
05/10/2017;FI;827;SCARPA ALTA ASFALT. S3 HRO/46;SCARPA ALTA ASFALTISTA;1,000;
05/10/2017;FI;827;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;827;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;4,000;
05/10/2017;FI;827;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;827;TUTA A.V. ARANCIO/52;TUTA;3,000;
05/10/2017;FI;827;TUTA A.V. ARANCIO/54;TUTA;2,000;
05/10/2017;FI;827;TUTA A.V. ARANCIO/56;TUTA;5,000;
05/10/2017;FI;827;TUTA A.V. ARANCIO/58;TUTA;3,000;
05/10/2017;FI;827;TUTA A.V. ARANCIO/64;TUTA;1,000;
05/10/2017;FI;828;ELMETTO CON REGOLATORE;ELMETTO;1,000;
05/10/2017;FI;828;FELPA GRIGIO/L;FELPA;2,000;
05/10/2017;FI;828;FELPA GRIGIO/M;FELPA;2,000;
05/10/2017;FI;828;FELPA GRIGIO/S;FELPA;1,000;
05/10/2017;FI;828;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;828;PANTALONE JEANS/44;PANTALONE JEANS S;2,000;
05/10/2017;FI;828;PANTALONE JEANS/50;PANTALONE JEANS M;2,000;
05/10/2017;FI;828;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;828;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;828;SCARPA ALTA STONE S3/39;SCARPA ALTA STONE S;1,000;
05/10/2017;FI;828;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;828;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;828;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;828;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
05/10/2017;FI;829;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;829;FELPA GRIGIO/XL;FELPA;2,000;
05/10/2017;FI;829;PANTALONE JEANS/48;PANTALONE JEANS M;2,000;
05/10/2017;FI;829;PANTALONE JEANS/54;PANTALONE JEANS L;1,000;
05/10/2017;FI;829;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;829;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;2,000;
05/10/2017;FI;830;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;830;PANTALONE JEANS/52;PANTALONE JEANS M;1,000;
05/10/2017;FI;830;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
05/10/2017;FI;831;FELPA GRIGIO/L;FELPA;1,000;
05/10/2017;FI;831;FELPA GRIGIO/M;FELPA;1,000;
05/10/2017;FI;831;FELPA GRIGIO/XL;FELPA;1,000;
05/10/2017;FI;831;PANTALONE JEANS/46;PANTALONE JEANS S;1,000;
05/10/2017;FI;831;PANTALONE JEANS/50;PANTALONE JEANS M;2,000;
05/10/2017;FI;831;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;2,000;
